canonicalName,domain,uiControl,simCasePath,simulationInputWrite,actualConsumer,consumerEvidence,evaluationKind,activation,primaryObservations,unitRule,samplingLocation,perturbationRule,shortPassCriterion,runnable,blockReason
device.stack.meaCp_J_kgK,stack,DeviceStackMcpEditField,controls.devices.stack.meaCp_J_kgK,"SimulationInput.setVariable(stack_mea_cp)","SimulationInput.setVariable(stack_mea_cp); model variable stack_mea_cp; model users Stack_Core/MEA
Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.voltage; stack.power; stack.temperature,"input J/(kg*K); primary observation units declared in observation registry: stack.voltage, stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.stack.meaRho_kg_m3,stack,DeviceStackMrhoEditField,controls.devices.stack.meaRho_kg_m3,"SimulationInput.setVariable(stack_mea_rho)","SimulationInput.setVariable(stack_mea_rho); model variable stack_mea_rho; model users Stack_Core/MEA
Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.voltage; stack.power; stack.temperature,"input kg/m^3; primary observation units declared in observation registry: stack.voltage, stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.stack.gdlThickness_um,stack,DeviceStackGdlEditField,controls.devices.stack.gdlThickness_um,"SimulationInput.setVariable(stack_t_gdl)","SimulationInput.setVariable(stack_t_gdl); model variable stack_t_gdl; model users Stack_Core/MEA
Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.voltage; stack.power; stack.temperature,"input um; primary observation units declared in observation registry: stack.voltage, stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.stack.membraneThickness_um,stack,DeviceStackMembraneEditField,controls.devices.stack.membraneThickness_um,"SimulationInput.setVariable(stack_t_membrane)","SimulationInput.setVariable(stack_t_membrane); model variable stack_t_membrane; model users Stack_Core/MEA
Thermal Mass; Stack_Core/Membrane Electrode
Assembly",write_target_referenced,physical_response,always active for this case,stack.voltage; stack.power; stack.temperature,"input um; primary observation units declared in observation registry: stack.voltage, stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.intercoolerMdotNominal_kg_s,cathode,DeviceIntercoolerMdotEditField,controls.devices.cathode.intercoolerMdotNominal_kg_s,"SimulationInput.setVariable(intercooler_mdot_nominal)","SimulationInput.setVariable(intercooler_mdot_nominal); model variable intercooler_mdot_nominal; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Intercooler_L2_Interface",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input kg/s; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.intercoolerDpNominal_MPa,cathode,DeviceIntercoolerDpEditField,controls.devices.cathode.intercoolerDpNominal_MPa,"SimulationInput.setVariable(intercooler_dp_nominal)","SimulationInput.setVariable(intercooler_dp_nominal); model variable intercooler_dp_nominal; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Intercooler_L2_Interface",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input MPa; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.intercoolerArea_m2,cathode,DeviceIntercoolerAreaEditField,controls.devices.cathode.intercoolerArea_m2,"SimulationInput.setVariable(intercooler_area)","SimulationInput.setVariable(intercooler_area); model variable intercooler_area; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Intercooler_L2_Interface",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input m^2; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.intercoolerLaminarFraction,cathode,DeviceIntercoolerLaminarEditField,controls.devices.cathode.intercoolerLaminarFraction,"SimulationInput.setVariable(intercooler_laminar_fraction)","SimulationInput.setVariable(intercooler_laminar_fraction); model variable intercooler_laminar_fraction; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Intercooler_L2_Interface",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input -; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.separatorMdotNominal_kg_s,cathode,DeviceCathodeSeparatorMdotEditField,controls.devices.cathode.separatorMdotNominal_kg_s,"SimulationInput.setVariable(cathode_separator_mdot_nominal)","SimulationInput.setVariable(cathode_separator_mdot_nominal); model variable cathode_separator_mdot_nominal; model users Cathode_Exhaust_Backpressure_Water/CathodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input kg/s; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.separatorDpNominal_MPa,cathode,DeviceCathodeSeparatorDpEditField,controls.devices.cathode.separatorDpNominal_MPa,"SimulationInput.setVariable(cathode_separator_dp_nominal)","SimulationInput.setVariable(cathode_separator_dp_nominal); model variable cathode_separator_dp_nominal; model users Cathode_Exhaust_Backpressure_Water/CathodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input MPa; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.separatorArea_m2,cathode,DeviceCathodeSeparatorAreaEditField,controls.devices.cathode.separatorArea_m2,"SimulationInput.setVariable(cathode_separator_area)","SimulationInput.setVariable(cathode_separator_area); model variable cathode_separator_area; model users Cathode_Exhaust_Backpressure_Water/CathodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input m^2; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.separatorLaminarFraction,cathode,DeviceCathodeSeparatorLaminarEditField,controls.devices.cathode.separatorLaminarFraction,"SimulationInput.setVariable(cathode_separator_laminar_fraction)","SimulationInput.setVariable(cathode_separator_laminar_fraction); model variable cathode_separator_laminar_fraction; model users Cathode_Exhaust_Backpressure_Water/CathodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input -; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.mixerVolume_L,cathode,DeviceCathodeMixerVolumeEditField,controls.devices.cathode.mixerVolume_L,"SimulationInput.setVariable(comp_inlet_mixer_V)","SimulationInput.setVariable(comp_inlet_mixer_V); model variable comp_inlet_mixer_V; model users Cathode_Air_cEGR_BOP/Oxygen
Source/CompressorInletMixer",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input L; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.outletChamberVolume_L,cathode,DeviceCathodeOutletVolumeEditField,controls.devices.cathode.outletChamberVolume_L,"SimulationInput.setVariable(cathode_outlet_chamber_V)","SimulationInput.setVariable(cathode_outlet_chamber_V); model variable cathode_outlet_chamber_V; model users Stack_Core/CathodeOutletChamber",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.compressorInletMassFlow; cathode.outletPressure,"input L; primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.compressorInletMassFlow, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.compressorMap.rpm_TLU,cathode,CompressorMapEditorButton,controls.devices.cathode.compressorMap.rpm_TLU,"routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU)","routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU); model variable comp_rpm_TLU; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Control/A98_CompressorRpmCmd; Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Map/Corrected Flow
Table; Cathode_Air_cEGR_BOP/Oxygen
Source/Max rpm",write_target_referenced,physical_response,always active for this case,cathode.compressorInletMassFlow; cathode.compressorInletPressure; stack.power,"input rpm; primary observation units declared in observation registry: cathode.compressorInletMassFlow, cathode.compressorInletPressure, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.compressorMap.p_ratio_TLU,cathode,CompressorMapEditorButton,controls.devices.cathode.compressorMap.p_ratio_TLU,"routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU)","routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU); model variable comp_p_ratio_TLU; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Map/Corrected Flow
Table",write_target_referenced,physical_response,always active for this case,cathode.compressorInletMassFlow; cathode.compressorInletPressure; stack.power,"input -; primary observation units declared in observation registry: cathode.compressorInletMassFlow, cathode.compressorInletPressure, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cathode.compressorMap.mdot_corr_TLU,cathode,CompressorMapEditorButton,controls.devices.cathode.compressorMap.mdot_corr_TLU,"routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU)","routeA_validate_compressor_map -> SimulationInput.setVariable(comp_rpm_TLU, comp_p_ratio_TLU, comp_mdot_corr_TLU); model variable comp_mdot_corr_TLU; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Map/Corrected Flow
Table",write_target_referenced,physical_response,always active for this case,cathode.compressorInletMassFlow; cathode.compressorInletPressure; stack.power,"input kg/s; primary observation units declared in observation registry: cathode.compressorInletMassFlow, cathode.compressorInletPressure, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.valveMaxArea_m2,cegr,DeviceCegrValveMaxAreaEditField,controls.devices.cegr.valveMaxArea_m2,"SimulationInput.setVariable(cegr_valve_max_area)","SimulationInput.setVariable(cegr_valve_max_area); model variable cegr_valve_max_area; model users Cathode_Air_cEGR_BOP/EGRValveRestriction/Open/LocalRestriction; System_Control_Observability/FCU_BoP_Control/EGR Area Limit; System_Control_Observability/FCU_BoP_Control/EGR Ratio PI; ... (+1)",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m^2; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.pipeLength_m,cegr,DeviceCegrPipeLengthEditField,controls.devices.cegr.pipeLength_m,"SimulationInput.setVariable(cegr_pipe_length)","SimulationInput.setVariable(cegr_pipe_length); model variable cegr_pipe_length; model users Cathode_Air_cEGR_BOP/EGRPipe",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.pipeDiameter_m,cegr,DeviceCegrPipeDEditField,controls.devices.cegr.pipeDiameter_m,"SimulationInput.setVariable(cegr_pipe_D, cegr_pipe_area=pi*D^2/4)","SimulationInput.setVariable(cegr_pipe_D, cegr_pipe_area=pi*D^2/4); model variable cegr_pipe_D; model users Cathode_Air_cEGR_BOP/EGRPipe",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.pipeRoughness_m,cegr,DeviceCegrPipeRoughnessEditField,controls.devices.cegr.pipeRoughness_m,"SimulationInput.setVariable(cegr_pipe_roughness)","SimulationInput.setVariable(cegr_pipe_roughness); model variable cegr_pipe_roughness; model users Cathode_Air_cEGR_BOP/EGRPipe",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.condensationTau_s,cegr,DeviceCegrCondTauEditField,controls.devices.cegr.condensationTau_s,"SimulationInput.setVariable(cegr_cond_tau)","SimulationInput.setVariable(cegr_cond_tau); model variable cegr_cond_tau; model users Cathode_Air_cEGR_BOP/EGRPipe; Cathode_Air_cEGR_BOP/Oxygen
Source/CompressorInletMixer; Stack_Core/CathodeOutletChamber",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input s; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.inletMixerPressure_MPa_abs,cegr,DeviceCegrInletMixerP0EditField,controls.devices.cegr.inletMixerPressure_MPa_abs,"SimulationInput.setVariable(cegr_inlet_mixer_p0)","SimulationInput.setVariable(cegr_inlet_mixer_p0); model variable cegr_inlet_mixer_p0; model users Cathode_Air_cEGR_BOP/Oxygen
Source/CompressorInletMixer",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input MPa(abs); primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.outletChamberPressure_MPa_abs,cegr,DeviceCegrOutletP0EditField,controls.devices.cegr.outletChamberPressure_MPa_abs,"SimulationInput.setVariable(cegr_outlet_chamber_p0)","SimulationInput.setVariable(cegr_outlet_chamber_p0); model variable cegr_outlet_chamber_p0; model users Stack_Core/CathodeOutletChamber",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input MPa(abs); primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.pipeExtraLength_m,cegr,DeviceCegrPipeExtraLengthEditField,controls.devices.cegr.pipeExtraLength_m,"SimulationInput.setVariable(cegr_pipe_extra_length)","SimulationInput.setVariable(cegr_pipe_extra_length); model variable cegr_pipe_extra_length; model users Cathode_Air_cEGR_BOP/EGRPipe",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.pipePressure_MPa_abs,cegr,DeviceCegrPipeP0EditField,controls.devices.cegr.pipePressure_MPa_abs,"SimulationInput.setVariable(cegr_pipe_p0)","SimulationInput.setVariable(cegr_pipe_p0); model variable cegr_pipe_p0; model users Cathode_Air_cEGR_BOP/EGRPipe",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input MPa(abs); primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.cegr.valveOpenMinArea_m2,cegr,DeviceCegrValveMinAreaEditField,controls.devices.cegr.valveOpenMinArea_m2,"SimulationInput.setVariable(cegr_valve_open_min_area)","SimulationInput.setVariable(cegr_valve_open_min_area); model variable cegr_valve_open_min_area; model users Cathode_Air_cEGR_BOP/EGRValveRestriction/Open/LocalRestriction; System_Control_Observability/FCU_BoP_Control/EGR Area Limit; System_Control_Observability/FCU_BoP_Control/EGR Ratio PI",write_target_referenced,physical_response,always active for this case,cegr.actualRatio; cegr.massFlow; cegr.valveAreaCommand,"input m^2; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow, cegr.valveAreaCommand","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.tankPressure_MPa,anode,DeviceAnodeTankPressureEditField,controls.devices.anode.tankPressure_MPa,"SimulationInput.setVariable(tank_p)","SimulationInput.setVariable(tank_p); model variable tank_p; model users Anode_Hydrogen_BOP/Hydrogen
Source/Fuel Tank",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input MPa; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.tankVolume_L,anode,DeviceAnodeTankVolumeEditField,controls.devices.anode.tankVolume_L,"SimulationInput.setVariable(tank_V)","SimulationInput.setVariable(tank_V); model variable tank_V; model users Anode_Hydrogen_BOP/Hydrogen
Source/Fuel Tank",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input L; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.tankTemperature_C,anode,DeviceAnodeTankTemperatureEditField,controls.devices.anode.tankTemperature_C,"SimulationInput.setVariable(tank_T)","SimulationInput.setVariable(tank_T); model variable tank_T; model users Anode_Hydrogen_BOP/Hydrogen
Source/Fuel Tank",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input degC; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.separatorArea_m2,anode,DeviceAnodeSeparatorAreaEditField,controls.devices.anode.separatorArea_m2,"SimulationInput.setVariable(anode_separator_area)","SimulationInput.setVariable(anode_separator_area); model variable anode_separator_area; model users Anode_Hydrogen_BOP/AnodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input m^2; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.separatorLaminarFraction,anode,DeviceAnodeSeparatorLaminarEditField,controls.devices.anode.separatorLaminarFraction,"SimulationInput.setVariable(anode_separator_laminar_fraction)","SimulationInput.setVariable(anode_separator_laminar_fraction); model variable anode_separator_laminar_fraction; model users Anode_Hydrogen_BOP/AnodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input -; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.separatorMdotNominal_kg_s,anode,DeviceAnodeSeparatorMdotEditField,controls.devices.anode.separatorMdotNominal_kg_s,"SimulationInput.setVariable(anode_separator_mdot_nominal)","SimulationInput.setVariable(anode_separator_mdot_nominal); model variable anode_separator_mdot_nominal; model users Anode_Hydrogen_BOP/AnodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input kg/s; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.anode.separatorDpNominal_MPa,anode,DeviceAnodeSeparatorDpEditField,controls.devices.anode.separatorDpNominal_MPa,"SimulationInput.setVariable(anode_separator_dp_nominal)","SimulationInput.setVariable(anode_separator_dp_nominal); model variable anode_separator_dp_nominal; model users Anode_Hydrogen_BOP/AnodeWaterSeparator_FC",write_target_referenced,physical_response,always active for this case,stack.power; stack.temperature,"input MPa; primary observation units declared in observation registry: stack.power, stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
environment.ambientTemperature_C,environment,AdvancedAmbientTemperatureEditField,controls.environment.ambientTemperature_C,"SimulationInput.setVariable(env_T)","SimulationInput.setVariable(env_T); model variable env_T; model users Anode_Hydrogen_BOP/Anode
Humidifier/Pipe (N Gas); Anode_Hydrogen_BOP/Anode Exhaust/Environment; Anode_Hydrogen_BOP/Anode Exhaust/Environment
Temperature; ... (+20)",write_target_referenced,physical_response,always active for this case,stack.temperature; cathode.outletTemperature,"input degC; primary observation units declared in observation registry: stack.temperature, cathode.outletTemperature","stack thermal sensor or cathode exhaust temperature observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
environment.ambientPressure_MPa_abs,environment,ParameterCatalogTable (read-only),controls.environment.ambientPressure_MPa_abs (fixed),"SimulationInput.setVariable(env_p=platform_default)","SimulationInput.setVariable(env_p=platform_default); model variable env_p; model users Anode_Hydrogen_BOP/Anode
Humidifier/Pipe (N Gas); Anode_Hydrogen_BOP/Anode Exhaust/Environment; Anode_Hydrogen_BOP/Anode Exhaust/Pipe (FC); ... (+11)",write_target_referenced,physical_response,always active for this case,cathode.compressorInletPressure; cathode.outletPressure,"input MPa(abs); primary observation units declared in observation registry: cathode.compressorInletPressure, cathode.outletPressure","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
cathode.airController.Kp,cathode,AdvancedAirPidKpEditField,controls.cathode.airController.Kp,"SimulationInput.setVariable(routeA_air_pid_Kp)","SimulationInput.setVariable(routeA_air_pid_Kp); model variable routeA_air_pid_Kp; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Control/PID Controller",write_target_referenced,physical_response,always active for this case,cathode.compressorInletMassFlow; stack.power,"input -; primary observation units declared in observation registry: cathode.compressorInletMassFlow, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
cathode.airController.Ki,cathode,AdvancedAirPidKiEditField,controls.cathode.airController.Ki,"SimulationInput.setVariable(routeA_air_pid_Ki)","SimulationInput.setVariable(routeA_air_pid_Ki); model variable routeA_air_pid_Ki; model users Cathode_Air_cEGR_BOP/Oxygen
Source/Compressor Control/PID Controller",write_target_referenced,physical_response,always active for this case,cathode.compressorInletMassFlow; stack.power,"input 1/s; primary observation units declared in observation registry: cathode.compressorInletMassFlow, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
